0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
-3.0,37.0,36.0,34.0,6.0,-3.0,35.0,33.0,25.0,32.0,31.0,30.0,22.0,29.0,28.0,13.0,4.0,17.0,21.0,22.0,25.0,23.0,12.0,8.0,26.0,11.0,19.0,8.0,19.0,17.0,16.0,13.0,9.0,6.0,14.0,4.0,3.0
34.0,37.0,-3.0,-3.0,7.0,35.0,36.0,33.0,25.0,32.0,31.0,30.0,23.0,28.0,29.0,13.0,4.0,19.0,22.0,21.0,26.0,22.0,11.0,7.0,25.0,12.0,18.0,10.0,19.0,17.0,16.0,11.0,8.0,6.0,15.0,4.0,3.0
28.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,30.0,29.0,23.0,27.0,26.0,12.0,2.0,18.0,22.0,20.0,24.0,21.0,10.0,7.0,19.0,9.0,17.0,11.0,16.0,15.0,14.0,13.0,8.0,4.0,-3.0,4.0,2.0
36.0,12.0,27.0,30.0,-3.0,21.0,8.0,29.0,35.0,24.0,-3.0,23.0,34.0,18.0,6.0,33.0,34.0,31.0,27.0,23.0,20.0,16.0,27.0,-3.0,6.0,21.0,17.0,18.0,13.0,13.0,12.0,-3.0,7.0,11.0,-3.0,6.0,15.0
28.0,37.0,36.0,33.0,5.0,34.0,35.0,32.0,26.0,31.0,30.0,29.0,24.0,-3.0,27.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,18.0,-3.0,17.0,16.0,15.0,14.0,10.0,6.0,9.0,5.0,3.0
28.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,30.0,29.0,24.0,27.0,26.0,12.0,2.0,18.0,22.0,20.0,23.0,21.0,10.0,-3.0,19.0,14.0,16.0,9.0,17.0,15.0,13.0,11.0,8.0,5.0,-3.0,5.0,3.0
36.0,13.0,25.0,33.0,37.0,17.0,7.0,30.0,35.0,28.0,26.0,23.0,31.0,20.0,6.0,32.0,34.0,29.0,21.0,-3.0,20.0,15.0,27.0,23.0,5.0,19.0,17.0,16.0,12.0,13.0,11.0,10.0,6.0,-3.0,5.0,4.0,3.0
30.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,28.0,29.0,24.0,27.0,26.0,12.0,2.0,23.0,22.0,20.0,21.0,-3.0,11.0,8.0,19.0,15.0,17.0,10.0,18.0,16.0,14.0,12.0,9.0,5.0,-3.0,-3.0,4.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,-3.0,25.0,31.0,30.0,29.0,21.0,28.0,27.0,12.0,3.0,18.0,26.0,-3.0,-3.0,23.0,12.0,9.0,24.0,12.0,19.0,10.0,20.0,18.0,17.0,14.0,9.0,7.0,15.0,6.0,4.0
36.0,14.0,25.0,34.0,37.0,17.0,7.0,30.0,35.0,28.0,26.0,24.0,31.0,20.0,6.0,33.0,32.0,29.0,23.0,21.0,19.0,13.0,26.0,22.0,4.0,18.0,16.0,15.0,11.0,12.0,10.0,9.0,8.0,-3.0,4.0,3.0,2.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,24.0,27.0,26.0,12.0,2.0,-3.0,-3.0,21.0,23.0,22.0,12.0,9.0,20.0,16.0,18.0,11.0,18.0,16.0,15.0,12.0,9.0,6.0,8.0,5.0,3.0
29.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,26.0,32.0,-3.0,30.0,25.0,28.0,27.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,18.0,11.0,17.0,16.0,15.0,14.0,9.0,5.0,-3.0,5.0,3.0
31.0,37.0,36.0,33.0,5.0,34.0,35.0,-3.0,26.0,32.0,30.0,29.0,25.0,28.0,27.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,17.0,11.0,18.0,16.0,15.0,14.0,9.0,5.0,8.0,4.0,2.0
33.0,37.0,36.0,34.0,16.0,-3.0,35.0,30.0,26.0,31.0,-3.0,30.0,25.0,29.0,28.0,16.0,4.0,20.0,24.0,22.0,26.0,23.0,10.0,9.0,21.0,14.0,19.0,12.0,18.0,15.0,13.0,11.0,8.0,6.0,7.0,5.0,3.0
36.0,19.0,30.0,31.0,37.0,21.0,4.0,29.0,35.0,28.0,26.0,24.0,33.0,18.0,12.0,34.0,32.0,27.0,25.0,23.0,16.0,14.0,-3.0,21.0,12.0,18.0,14.0,16.0,11.0,10.0,9.0,8.0,6.0,7.0,-3.0,4.0,3.0
-3.0,15.0,25.0,34.0,37.0,18.0,8.0,31.0,36.0,25.0,27.0,24.0,32.0,21.0,5.0,33.0,35.0,30.0,26.0,22.0,19.0,14.0,29.0,23.0,4.0,20.0,16.0,17.0,10.0,12.0,7.0,-3.0,-3.0,10.0,5.0,4.0,13.0
33.0,37.0,36.0,-3.0,6.0,35.0,34.0,-3.0,26.0,32.0,31.0,30.0,24.0,28.0,29.0,13.0,4.0,18.0,23.0,21.0,26.0,24.0,11.0,8.0,21.0,12.0,20.0,10.0,18.0,17.0,16.0,11.0,8.0,6.0,15.0,4.0,3.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,-3.0,26.0,31.0,30.0,29.0,22.0,28.0,27.0,12.0,3.0,19.0,25.0,23.0,24.0,-3.0,11.0,8.0,21.0,13.0,18.0,11.0,18.0,17.0,16.0,15.0,10.0,6.0,8.0,5.0,3.0
30.0,37.0,36.0,33.0,7.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,16.0,2.0,21.0,-3.0,19.0,24.0,22.0,10.0,8.0,20.0,15.0,18.0,14.0,17.0,13.0,12.0,11.0,-3.0,6.0,7.0,5.0,3.0
31.0,37.0,36.0,33.0,5.0,34.0,35.0,30.0,26.0,32.0,-3.0,29.0,25.0,28.0,27.0,12.0,3.0,19.0,24.0,21.0,23.0,22.0,10.0,7.0,20.0,11.0,17.0,9.0,18.0,16.0,15.0,11.0,-3.0,6.0,14.0,5.0,3.0
33.0,37.0,-3.0,34.0,6.0,35.0,36.0,32.0,24.0,31.0,30.0,29.0,21.0,28.0,27.0,12.0,3.0,19.0,20.0,22.0,26.0,23.0,10.0,7.0,25.0,11.0,18.0,9.0,17.0,-3.0,16.0,-3.0,10.0,7.0,15.0,6.0,4.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,20.0,32.0,29.0,28.0,18.0,27.0,-3.0,12.0,3.0,16.0,23.0,-3.0,-3.0,26.0,13.0,-3.0,25.0,10.0,17.0,11.0,23.0,18.0,16.0,-3.0,11.0,9.0,19.0,8.0,6.0
36.0,20.0,30.0,32.0,37.0,26.0,13.0,-3.0,35.0,25.0,28.0,24.0,31.0,19.0,7.0,33.0,34.0,29.0,26.0,21.0,18.0,12.0,23.0,22.0,5.0,17.0,16.0,15.0,11.0,-3.0,11.0,10.0,7.0,9.0,5.0,4.0,3.0
33.0,37.0,36.0,-3.0,6.0,34.0,35.0,32.0,26.0,31.0,30.0,29.0,24.0,28.0,27.0,12.0,3.0,19.0,23.0,21.0,25.0,22.0,10.0,7.0,20.0,12.0,-3.0,12.0,18.0,17.0,16.0,15.0,10.0,6.0,9.0,5.0,3.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,12.0,2.0,22.0,20.0,-3.0,24.0,21.0,11.0,8.0,19.0,15.0,17.0,10.0,18.0,16.0,14.0,12.0,9.0,5.0,-3.0,5.0,3.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,30.0,-3.0,31.0,29.0,28.0,25.0,27.0,26.0,12.0,3.0,21.0,24.0,22.0,-3.0,23.0,11.0,8.0,20.0,13.0,18.0,11.0,18.0,17.0,16.0,15.0,10.0,6.0,8.0,5.0,3.0
33.0,37.0,36.0,34.0,5.0,-3.0,35.0,32.0,26.0,31.0,30.0,29.0,24.0,28.0,27.0,12.0,3.0,17.0,23.0,22.0,25.0,-3.0,11.0,8.0,21.0,12.0,20.0,10.0,19.0,17.0,16.0,11.0,8.0,6.0,15.0,5.0,3.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,24.0,27.0,26.0,17.0,2.0,21.0,20.0,-3.0,23.0,22.0,11.0,8.0,19.0,12.0,16.0,10.0,18.0,15.0,14.0,13.0,9.0,-3.0,7.0,5.0,3.0
31.0,37.0,-3.0,34.0,6.0,36.0,35.0,32.0,25.0,33.0,30.0,29.0,23.0,28.0,27.0,12.0,3.0,17.0,22.0,20.0,26.0,24.0,10.0,7.0,21.0,11.0,19.0,9.0,18.0,16.0,15.0,-3.0,9.0,6.0,14.0,5.0,3.0
-3.0,37.0,36.0,33.0,6.0,34.0,35.0,32.0,26.0,31.0,30.0,29.0,25.0,28.0,27.0,12.0,3.0,23.0,21.0,20.0,24.0,22.0,10.0,7.0,19.0,11.0,18.0,14.0,17.0,16.0,15.0,13.0,-3.0,6.0,9.0,5.0,3.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,-3.0,32.0,29.0,28.0,24.0,27.0,26.0,11.0,3.0,23.0,21.0,20.0,25.0,22.0,10.0,8.0,19.0,14.0,18.0,13.0,17.0,16.0,14.0,12.0,-3.0,6.0,8.0,5.0,3.0
30.0,37.0,36.0,33.0,11.0,34.0,35.0,31.0,25.0,32.0,29.0,28.0,24.0,27.0,26.0,7.0,3.0,18.0,22.0,20.0,23.0,21.0,5.0,6.0,19.0,10.0,17.0,13.0,16.0,14.0,15.0,12.0,-3.0,3.0,9.0,5.0,-3.0
33.0,37.0,-3.0,34.0,6.0,36.0,35.0,30.0,26.0,32.0,29.0,31.0,25.0,27.0,28.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,18.0,11.0,17.0,16.0,15.0,14.0,9.0,5.0,-3.0,5.0,3.0
28.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,29.0,30.0,24.0,27.0,26.0,11.0,2.0,23.0,22.0,-3.0,21.0,20.0,10.0,7.0,19.0,13.0,18.0,11.0,17.0,16.0,15.0,14.0,9.0,5.0,-3.0,5.0,3.0
36.0,14.0,25.0,33.0,37.0,16.0,7.0,30.0,35.0,28.0,26.0,23.0,31.0,19.0,6.0,32.0,34.0,29.0,24.0,21.0,18.0,13.0,27.0,22.0,4.0,20.0,17.0,15.0,11.0,12.0,9.0,-3.0,6.0,10.0,4.0,3.0,-3.0
35.0,13.0,24.0,33.0,37.0,17.0,7.0,29.0,36.0,25.0,28.0,22.0,32.0,19.0,4.0,31.0,34.0,30.0,23.0,18.0,12.0,-3.0,27.0,25.0,4.0,21.0,16.0,17.0,12.0,11.0,-3.0,8.0,7.0,10.0,4.0,3.0,15.0
33.0,37.0,-3.0,34.0,6.0,36.0,35.0,31.0,26.0,32.0,30.0,29.0,22.0,27.0,28.0,12.0,3.0,18.0,23.0,21.0,25.0,-3.0,11.0,8.0,24.0,12.0,18.0,10.0,19.0,17.0,16.0,11.0,8.0,6.0,15.0,5.0,3.0
32.0,37.0,-3.0,34.0,6.0,36.0,35.0,31.0,25.0,33.0,30.0,29.0,23.0,27.0,28.0,12.0,3.0,17.0,22.0,20.0,26.0,24.0,10.0,7.0,21.0,11.0,19.0,9.0,18.0,16.0,15.0,11.0,-3.0,6.0,14.0,5.0,3.0
30.0,37.0,36.0,33.0,13.0,35.0,34.0,31.0,-3.0,32.0,29.0,28.0,24.0,27.0,26.0,13.0,5.0,17.0,22.0,21.0,25.0,23.0,9.0,6.0,20.0,-3.0,19.0,11.0,18.0,16.0,15.0,11.0,9.0,-3.0,8.0,5.0,-3.0
30.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,29.0,28.0,24.0,27.0,26.0,11.0,2.0,18.0,22.0,20.0,23.0,21.0,9.0,6.0,19.0,12.0,-3.0,11.0,17.0,16.0,-3.0,15.0,10.0,6.0,9.0,5.0,3.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,24.0,27.0,26.0,12.0,2.0,-3.0,22.0,20.0,23.0,21.0,11.0,8.0,19.0,15.0,18.0,14.0,17.0,16.0,-3.0,12.0,10.0,6.0,8.0,5.0,3.0
30.0,37.0,36.0,33.0,8.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,13.0,2.0,18.0,22.0,20.0,24.0,21.0,5.0,4.0,19.0,9.0,17.0,11.0,16.0,15.0,14.0,12.0,10.0,-3.0,7.0,-3.0,3.0
29.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,30.0,28.0,22.0,-3.0,-3.0,13.0,4.0,-3.0,23.0,21.0,25.0,21.0,12.0,9.0,25.0,13.0,20.0,10.0,19.0,18.0,17.0,12.0,-3.0,8.0,15.0,6.0,5.0
28.0,37.0,36.0,33.0,5.0,35.0,34.0,32.0,26.0,31.0,30.0,29.0,25.0,-3.0,27.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,18.0,11.0,17.0,16.0,15.0,14.0,9.0,5.0,8.0,4.0,2.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,11.0,2.0,-3.0,22.0,20.0,24.0,21.0,11.0,8.0,19.0,14.0,18.0,14.0,17.0,16.0,13.0,-3.0,10.0,6.0,8.0,-3.0,4.0
30.0,37.0,36.0,33.0,5.0,34.0,35.0,32.0,24.0,31.0,-3.0,29.0,23.0,28.0,27.0,12.0,3.0,17.0,22.0,20.0,26.0,24.0,10.0,7.0,21.0,11.0,19.0,9.0,18.0,16.0,-3.0,12.0,9.0,6.0,15.0,5.0,3.0
31.0,37.0,36.0,33.0,7.0,35.0,34.0,28.0,25.0,32.0,30.0,29.0,24.0,27.0,26.0,10.0,2.0,23.0,22.0,21.0,-3.0,20.0,15.0,-3.0,19.0,12.0,18.0,14.0,17.0,15.0,13.0,-3.0,10.0,7.0,-3.0,7.0,5.0
28.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,29.0,30.0,24.0,27.0,26.0,11.0,2.0,23.0,22.0,-3.0,21.0,20.0,10.0,7.0,19.0,13.0,18.0,11.0,17.0,16.0,15.0,14.0,9.0,5.0,-3.0,5.0,3.0
29.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,26.0,32.0,30.0,28.0,25.0,-3.0,27.0,12.0,3.0,19.0,20.0,22.0,24.0,23.0,10.0,7.0,21.0,12.0,17.0,11.0,18.0,-3.0,16.0,15.0,10.0,6.0,9.0,5.0,3.0
33.0,37.0,36.0,-3.0,6.0,35.0,34.0,29.0,26.0,32.0,31.0,30.0,25.0,28.0,27.0,12.0,3.0,19.0,24.0,21.0,23.0,22.0,10.0,7.0,20.0,11.0,17.0,9.0,18.0,16.0,15.0,11.0,8.0,-3.0,14.0,5.0,3.0
-3.0,37.0,36.0,35.0,6.0,34.0,33.0,31.0,26.0,32.0,30.0,29.0,24.0,28.0,27.0,12.0,3.0,19.0,23.0,21.0,25.0,22.0,10.0,7.0,20.0,14.0,17.0,12.0,18.0,16.0,15.0,-3.0,10.0,6.0,-3.0,6.0,4.0
-3.0,37.0,36.0,35.0,6.0,34.0,33.0,31.0,26.0,32.0,30.0,29.0,25.0,28.0,27.0,12.0,3.0,19.0,22.0,21.0,24.0,23.0,11.0,8.0,20.0,16.0,18.0,13.0,17.0,15.0,13.0,10.0,-3.0,6.0,7.0,5.0,3.0
30.0,37.0,36.0,33.0,8.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,24.0,27.0,26.0,11.0,2.0,18.0,23.0,-3.0,22.0,21.0,7.0,6.0,20.0,13.0,17.0,11.0,18.0,16.0,15.0,14.0,10.0,-3.0,8.0,5.0,3.0
30.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,11.0,2.0,16.0,22.0,19.0,24.0,21.0,9.0,6.0,20.0,13.0,18.0,11.0,17.0,15.0,-3.0,-3.0,9.0,6.0,14.0,5.0,3.0
33.0,37.0,36.0,-3.0,6.0,35.0,34.0,29.0,26.0,32.0,31.0,30.0,25.0,27.0,28.0,12.0,3.0,19.0,23.0,21.0,22.0,24.0,10.0,7.0,20.0,11.0,-3.0,10.0,18.0,17.0,16.0,11.0,9.0,6.0,15.0,5.0,3.0
30.0,37.0,36.0,33.0,8.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,16.0,5.0,19.0,18.0,21.0,24.0,22.0,13.0,10.0,20.0,12.0,17.0,11.0,15.0,14.0,-3.0,9.0,7.0,-3.0,6.0,4.0,3.0
30.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,29.0,-3.0,25.0,27.0,28.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,18.0,11.0,17.0,-3.0,16.0,15.0,10.0,6.0,9.0,5.0,3.0
36.0,13.0,25.0,34.0,37.0,17.0,7.0,31.0,35.0,27.0,27.0,23.0,30.0,20.0,6.0,33.0,32.0,29.0,25.0,22.0,19.0,12.0,-3.0,22.0,5.0,19.0,17.0,16.0,12.0,11.0,-3.0,11.0,7.0,10.0,5.0,4.0,3.0
28.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,30.0,29.0,23.0,27.0,26.0,11.0,2.0,16.0,22.0,19.0,21.0,24.0,9.0,6.0,-3.0,12.0,19.0,9.0,18.0,16.0,15.0,11.0,-3.0,6.0,14.0,5.0,3.0
36.0,13.0,25.0,30.0,37.0,17.0,7.0,28.0,35.0,26.0,-3.0,24.0,33.0,21.0,7.0,32.0,34.0,30.0,28.0,22.0,20.0,15.0,25.0,23.0,5.0,19.0,17.0,16.0,12.0,13.0,11.0,10.0,6.0,9.0,4.0,3.0,2.0
35.0,15.0,25.0,-3.0,37.0,15.0,8.0,31.0,35.0,29.0,28.0,24.0,32.0,20.0,7.0,34.0,33.0,30.0,27.0,23.0,21.0,18.0,24.0,22.0,5.0,19.0,-3.0,17.0,13.0,13.0,12.0,11.0,7.0,10.0,5.0,4.0,3.0
32.0,37.0,36.0,33.0,15.0,35.0,34.0,30.0,25.0,31.0,29.0,28.0,23.0,26.0,27.0,16.0,3.0,19.0,21.0,-3.0,23.0,-3.0,10.0,9.0,21.0,14.0,19.0,12.0,18.0,15.0,13.0,11.0,8.0,6.0,7.0,5.0,3.0
30.0,37.0,36.0,33.0,7.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,18.0,3.0,21.0,19.0,-3.0,24.0,22.0,12.0,9.0,20.0,11.0,17.0,10.0,16.0,15.0,14.0,-3.0,9.0,6.0,7.0,5.0,3.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,30.0,26.0,31.0,-3.0,29.0,25.0,28.0,27.0,12.0,3.0,19.0,24.0,21.0,23.0,22.0,10.0,7.0,20.0,11.0,17.0,9.0,18.0,16.0,15.0,11.0,8.0,5.0,14.0,4.0,2.0
32.0,37.0,36.0,-3.0,6.0,35.0,34.0,-3.0,27.0,33.0,31.0,30.0,23.0,28.0,29.0,13.0,4.0,19.0,22.0,21.0,22.0,25.0,11.0,8.0,25.0,11.0,18.0,10.0,19.0,17.0,16.0,13.0,8.0,6.0,14.0,4.0,3.0
30.0,37.0,36.0,33.0,8.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,24.0,27.0,26.0,13.0,2.0,18.0,22.0,20.0,23.0,21.0,7.0,5.0,19.0,12.0,17.0,14.0,16.0,15.0,-3.0,11.0,10.0,-3.0,7.0,5.0,3.0
36.0,14.0,28.0,34.0,37.0,22.0,7.0,29.0,35.0,23.0,27.0,20.0,31.0,17.0,6.0,33.0,32.0,30.0,25.0,21.0,18.0,13.0,26.0,24.0,4.0,19.0,15.0,16.0,11.0,10.0,-3.0,10.0,6.0,9.0,-3.0,4.0,3.0
30.0,37.0,36.0,33.0,8.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,13.0,2.0,-3.0,22.0,20.0,24.0,21.0,8.0,6.0,19.0,13.0,18.0,11.0,17.0,16.0,15.0,12.0,10.0,-3.0,7.0,5.0,3.0
31.0,37.0,-3.0,34.0,6.0,36.0,35.0,32.0,26.0,33.0,30.0,29.0,24.0,28.0,27.0,12.0,3.0,17.0,23.0,20.0,22.0,25.0,10.0,7.0,21.0,11.0,19.0,9.0,18.0,16.0,15.0,11.0,8.0,-3.0,14.0,5.0,3.0
28.0,37.0,36.0,33.0,16.0,35.0,34.0,32.0,25.0,31.0,30.0,29.0,23.0,-3.0,27.0,15.0,3.0,19.0,-3.0,22.0,25.0,23.0,10.0,9.0,21.0,14.0,19.0,12.0,18.0,15.0,13.0,11.0,8.0,6.0,7.0,5.0,3.0
-3.0,16.0,28.0,35.0,37.0,21.0,11.0,32.0,36.0,28.0,27.0,26.0,31.0,22.0,8.0,34.0,33.0,30.0,-3.0,23.0,19.0,15.0,25.0,23.0,6.0,20.0,18.0,17.0,13.0,14.0,11.0,10.0,6.0,9.0,5.0,4.0,3.0
-3.0,16.0,28.0,35.0,37.0,21.0,11.0,32.0,36.0,28.0,27.0,26.0,31.0,22.0,8.0,34.0,33.0,30.0,-3.0,23.0,19.0,15.0,25.0,23.0,6.0,20.0,18.0,17.0,13.0,14.0,11.0,10.0,6.0,9.0,5.0,4.0,3.0
37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0
29.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,30.0,28.0,24.0,-3.0,27.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,18.0,11.0,17.0,-3.0,16.0,15.0,10.0,6.0,9.0,5.0,3.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,-3.0,27.0,26.0,13.0,3.0,24.0,22.0,-3.0,23.0,21.0,12.0,9.0,20.0,15.0,18.0,11.0,18.0,17.0,15.0,12.0,9.0,6.0,8.0,5.0,3.0
36.0,13.0,25.0,33.0,37.0,17.0,7.0,31.0,35.0,28.0,26.0,23.0,30.0,20.0,6.0,32.0,34.0,29.0,-3.0,22.0,20.0,15.0,25.0,23.0,5.0,19.0,17.0,-3.0,13.0,13.0,12.0,11.0,7.0,10.0,5.0,4.0,3.0
33.0,37.0,-3.0,34.0,6.0,36.0,35.0,31.0,26.0,32.0,30.0,29.0,22.0,27.0,28.0,12.0,3.0,18.0,23.0,21.0,25.0,-3.0,11.0,8.0,24.0,12.0,18.0,10.0,19.0,17.0,16.0,11.0,8.0,6.0,15.0,5.0,3.0
28.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,30.0,29.0,23.0,27.0,26.0,12.0,2.0,18.0,22.0,20.0,24.0,21.0,10.0,7.0,19.0,9.0,17.0,11.0,16.0,15.0,14.0,13.0,8.0,4.0,-3.0,4.0,2.0
31.0,37.0,36.0,34.0,5.0,-3.0,35.0,32.0,24.0,33.0,30.0,29.0,22.0,28.0,27.0,12.0,3.0,18.0,21.0,20.0,25.0,22.0,10.0,7.0,25.0,-3.0,17.0,10.0,19.0,16.0,15.0,-3.0,10.0,7.0,14.0,6.0,4.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,30.0,25.0,31.0,29.0,28.0,24.0,27.0,26.0,11.0,2.0,18.0,-3.0,23.0,-3.0,22.0,11.0,8.0,21.0,13.0,19.0,11.0,18.0,17.0,16.0,15.0,10.0,6.0,8.0,5.0,3.0
33.0,37.0,36.0,-3.0,6.0,35.0,34.0,31.0,26.0,32.0,30.0,29.0,21.0,28.0,27.0,12.0,3.0,18.0,23.0,-3.0,24.0,22.0,11.0,8.0,24.0,12.0,18.0,10.0,19.0,17.0,16.0,11.0,8.0,6.0,-3.0,6.0,4.0
-3.0,37.0,36.0,33.0,6.0,34.0,35.0,32.0,26.0,31.0,30.0,29.0,25.0,28.0,27.0,12.0,3.0,19.0,24.0,-3.0,23.0,22.0,11.0,8.0,21.0,13.0,19.0,11.0,18.0,17.0,16.0,15.0,10.0,6.0,8.0,5.0,3.0
30.0,37.0,36.0,33.0,5.0,35.0,34.0,31.0,25.0,32.0,29.0,28.0,23.0,27.0,26.0,9.0,2.0,-3.0,21.0,20.0,24.0,22.0,16.0,12.0,19.0,15.0,18.0,13.0,17.0,14.0,-3.0,11.0,9.0,6.0,8.0,5.0,3.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,30.0,26.0,31.0,-3.0,29.0,25.0,28.0,27.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,17.0,11.0,18.0,16.0,15.0,14.0,9.0,5.0,8.0,-3.0,3.0
36.0,13.0,28.0,34.0,37.0,17.0,6.0,30.0,35.0,27.0,26.0,22.0,31.0,20.0,4.0,33.0,32.0,-3.0,26.0,23.0,20.0,16.0,25.0,22.0,13.0,19.0,15.0,17.0,12.0,11.0,10.0,9.0,6.0,8.0,-3.0,4.0,3.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,-3.0,24.0,31.0,30.0,29.0,22.0,28.0,27.0,12.0,3.0,18.0,21.0,20.0,25.0,22.0,10.0,7.0,-3.0,12.0,18.0,10.0,19.0,17.0,16.0,11.0,9.0,6.0,15.0,5.0,3.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,30.0,25.0,31.0,29.0,28.0,21.0,27.0,26.0,11.0,2.0,18.0,24.0,23.0,22.0,-3.0,10.0,7.0,20.0,13.0,18.0,15.0,17.0,16.0,14.0,-3.0,10.0,6.0,9.0,5.0,3.0
33.0,37.0,36.0,-3.0,6.0,35.0,34.0,31.0,26.0,32.0,29.0,30.0,25.0,28.0,27.0,12.0,3.0,-3.0,24.0,21.0,23.0,22.0,11.0,8.0,20.0,12.0,18.0,10.0,18.0,17.0,16.0,11.0,8.0,6.0,15.0,5.0,3.0
32.0,37.0,36.0,33.0,5.0,34.0,35.0,30.0,26.0,31.0,-3.0,29.0,25.0,28.0,27.0,12.0,3.0,19.0,23.0,21.0,24.0,22.0,10.0,7.0,20.0,12.0,17.0,11.0,18.0,16.0,15.0,14.0,9.0,5.0,8.0,-3.0,3.0
28.0,37.0,36.0,33.0,5.0,34.0,35.0,32.0,26.0,31.0,30.0,29.0,24.0,-3.0,27.0,13.0,3.0,17.0,23.0,20.0,22.0,25.0,11.0,7.0,21.0,9.0,19.0,10.0,18.0,16.0,15.0,12.0,-3.0,6.0,14.0,5.0,3.0
30.0,37.0,36.0,33.0,5.0,34.0,35.0,31.0,25.0,32.0,29.0,28.0,24.0,27.0,26.0,11.0,2.0,20.0,22.0,-3.0,23.0,21.0,10.0,7.0,19.0,14.0,17.0,13.0,18.0,16.0,15.0,-3.0,10.0,6.0,9.0,5.0,3.0
35.0,12.0,24.0,30.0,37.0,18.0,7.0,29.0,36.0,25.0,-3.0,23.0,33.0,21.0,5.0,32.0,34.0,-3.0,29.0,23.0,19.0,16.0,28.0,24.0,5.0,21.0,16.0,17.0,12.0,12.0,11.0,8.0,6.0,10.0,4.0,-3.0,15.0
